Date,Modality,FirstImageTime,ImagesPerSecond
2021-11-24 10:46:17,CT,0.18,566.88
2021-11-24 10:46:17,MG,0.19,10.09
2021-11-24 10:46:18,CR,0.23,29.06
2021-11-24 10:46:20,CR,0.17,25.11
2021-11-24 10:46:24,CR,0.27,8.97
2021-11-24 10:46:27,CT,0.2,513.63
2021-11-24 10:46:35,CR,0.16,26.16
2021-11-24 10:46:38,CR,0.28,19.92
2021-11-24 10:46:39,MG,0.56,10.32
2021-11-24 10:46:39,MR,0.58,150.67
2021-11-24 10:46:43,CR,0.16,25.8
2021-11-24 10:46:43,CR,0.21,22.84
2021-11-24 10:46:44,MG,0.23,6.01
2021-11-24 10:46:49,MG,0.33,7.27
2021-11-24 10:46:51,CR,0.15,27.22
2021-11-24 10:46:53,US,0.16,133.29
2021-11-24 10:46:53,MR,0.26,164.56
2021-11-24 10:46:53,CT,0.2,792.14
2021-11-24 10:46:54,US,0.33,79.86
2021-11-24 10:46:57,CR,0.34,12.82
2021-11-24 10:46:59,CT,0.19,624.25
2021-11-24 10:47:00,MR,0.13,404.85
2021-11-24 10:47:00,MR,0.13,347.49
2021-11-24 10:47:03,MG,0.27,6.8
2021-11-24 10:47:04,CR,0.32,11.22
2021-11-24 10:47:07,CT,0.18,857.98
2021-11-24 10:47:08,US,0.34,91.22
2021-11-24 10:47:09,US,0.15,288.0
2021-11-24 10:47:10,US,0.17,179.88
2021-11-24 10:47:12,MR,0.24,488.4
2021-11-24 10:47:15,CR,0.15,25.58
2021-11-24 10:47:16,US,0.3,79.92
2021-11-24 10:47:17,CT,0.22,315.76
2021-11-24 10:47:18,CR,0.15,30.51
2021-11-24 10:47:22,CT,0.16,785.29
2021-11-24 10:47:25,CR,0.16,26.99
2021-11-24 10:47:29,CT,0.37,205.47
2021-11-24 10:47:30,MR,0.36,195.98
2021-11-24 10:47:30,CR,0.15,25.88
2021-11-24 10:47:30,CR,0.16,24.8
2021-11-24 10:47:32,CR,0.43,4.72
2021-11-24 10:47:32,CR,0.48,10.68
2021-11-24 10:47:36,CR,0.16,31.0
2021-11-24 10:47:36,MR,0.14,395.81
2021-11-24 10:47:37,CR,0.49,10.25
2021-11-24 10:47:39,CR,0.2,16.8
2021-11-24 10:47:39,MG,1.57,6.14
2021-11-24 10:47:44,US,0.36,172.47
2021-11-24 10:47:44,MG,0.29,10.81
2021-11-24 10:47:46,CR,0.27,12.63
2021-11-24 10:47:47,MG,0.22,3.7
2021-11-24 10:47:48,CR,0.26,15.39
2021-11-24 10:47:48,MG,0.37,9.98
2021-11-24 10:47:49,CR,0.15,29.07
2021-11-24 10:48:01,CT,0.24,226.43
2021-11-24 10:48:04,US,0.16,268.27
2021-11-24 10:48:07,CT,0.16,713.11
2021-11-24 10:48:07,CT,0.13,581.4
2021-11-24 10:48:07,CR,0.16,27.77
2021-11-24 10:48:10,US,0.32,98.28
2021-11-24 10:48:10,MG,0.49,7.4
2021-11-24 10:48:12,CR,0.16,25.66
2021-11-24 10:48:13,US,0.15,317.76
2021-11-24 10:48:15,MG,0.18,12.81
2021-11-24 10:48:16,CR,0.3,10.07
2021-11-24 10:48:16,MG,0.26,7.19
2021-11-24 10:48:17,MG,0.36,6.36
2021-11-24 10:48:21,CR,0.15,31.24
2021-11-24 10:48:21,CR,0.17,26.9
2021-11-24 10:48:22,CR,0.15,30.85
2021-11-24 10:48:23,MR,0.22,329.36
2021-11-24 10:48:29,US,0.15,185.23
2021-11-24 10:48:34,MG,0.2,10.72
2021-11-24 10:48:37,CR,0.19,29.92
2021-11-24 10:48:38,CR,0.18,11.37
2021-11-24 10:48:39,US,0.15,164.62
2021-11-24 10:48:39,CR,0.15,26.31
2021-11-24 10:48:40,US,0.17,180.98
2021-11-24 10:48:43,MG,0.32,5.99
2021-11-24 10:48:44,MG,0.17,13.15
2021-11-24 10:48:48,CR,0.16,17.94
2021-11-24 10:48:49,MG,0.18,11.63
2021-11-24 10:48:49,CR,0.39,12.21
2021-11-24 10:48:53,MR,0.18,347.64
2021-11-24 10:48:53,CR,0.32,8.43
2021-11-24 10:48:54,CR,0.29,13.42
2021-11-24 10:48:55,CR,0.15,29.69
2021-11-24 10:48:56,CR,0.16,26.91
2021-11-24 10:49:00,CT,0.24,317.51
2021-11-24 10:49:00,MG,0.19,12.66
2021-11-24 10:49:01,MG,0.18,11.74
2021-11-24 10:49:02,US,0.15,272.98
2021-11-24 10:49:04,US,0.16,148.03
2021-11-24 10:49:04,US,0.16,316.19
2021-11-24 10:49:05,CR,0.3,9.48
2021-11-24 10:49:06,CR,0.3,12.69
2021-11-24 10:49:10,CR,0.15,30.25
2021-11-24 10:49:12,CR,0.15,26.43
2021-11-24 10:49:14,CT,0.14,566.11
2021-11-24 10:49:15,CT,0.2,708.15
2021-11-24 10:49:17,US,0.16,154.81
2021-11-24 10:49:20,CT,0.12,549.08
2021-11-24 10:49:22,CT,0.16,679.46
2021-11-24 10:49:27,MG,0.21,14.3
2021-11-24 10:49:33,CT,0.32,303.86
2021-11-24 10:49:34,CR,0.17,21.55
2021-11-24 10:49:35,MG,0.18,12.54
2021-11-24 10:49:36,MG,0.21,13.56
2021-11-24 10:49:40,CR,0.28,12.84
2021-11-24 10:49:41,CR,0.16,28.01
2021-11-24 10:49:45,CR,0.16,30.39
2021-11-24 10:49:46,CR,0.16,27.04
2021-11-24 10:49:46,MR,0.29,203.55
2021-11-24 10:49:57,MG,0.21,12.19
2021-11-24 10:50:02,CT,0.16,514.38
2021-11-24 10:50:03,CR,0.27,12.34
2021-11-24 10:50:03,CR,0.18,16.65
2021-11-24 10:50:03,CR,0.16,26.32
2021-11-24 10:50:04,CR,0.17,24.77
2021-11-24 10:50:07,US,0.17,160.45
2021-11-24 10:50:11,CT,0.39,279.17
2021-11-24 10:50:13,CR,0.35,8.75
2021-11-24 10:50:13,CT,0.16,680.68
2021-11-24 10:50:13,CR,0.15,30.6
2021-11-24 10:50:17,CR,0.15,29.13
2021-11-24 10:50:17,CR,0.17,26.89
2021-11-24 10:50:18,CT,0.16,750.52
2021-11-24 10:50:18,CR,0.17,21.38
2021-11-24 10:50:19,CR,0.29,11.69
2021-11-24 10:50:20,US,0.15,151.23
2021-11-24 10:50:21,US,0.15,256.02
2021-11-24 10:50:24,CR,0.17,25.75
2021-11-24 10:50:25,CT,0.16,471.36
2021-11-24 10:50:29,CR,0.15,28.06
2021-11-24 10:50:30,MR,0.26,128.95
2021-11-24 10:50:31,CR,0.15,29.93
2021-11-24 10:50:34,CR,0.15,26.98
2021-11-24 10:50:34,CR,0.16,23.86
2021-11-24 10:50:36,CR,0.2,20.2
2021-11-24 10:50:38,CT,0.18,636.68
2021-11-24 10:50:38,CT,0.34,157.85
2021-11-24 10:50:38,MG,0.35,11.07
2021-11-24 10:50:39,CR,0.29,11.15
2021-11-24 10:50:42,CT,0.16,396.58
2021-11-24 10:50:55,CR,0.29,12.24
2021-11-24 10:50:56,MG,0.34,10.41
2021-11-24 10:50:56,CT,0.17,535.09
2021-11-24 10:51:00,CR,0.16,29.25
2021-11-24 10:51:02,MR,0.11,555.59
2021-11-24 10:51:04,CT,0.16,328.64
2021-11-24 10:51:04,CR,0.31,11.79
2021-11-24 10:51:05,CR,0.17,28.0
2021-11-24 10:51:06,US,0.16,168.73
2021-11-24 10:51:07,CR,0.16,19.03
2021-11-24 10:51:08,CR,0.32,12.52
2021-11-24 10:51:09,CR,0.15,27.06
2021-11-24 10:51:10,CR,0.26,14.58
2021-11-24 10:51:10,CR,0.15,27.86
2021-11-24 10:51:13,CR,0.3,17.01
2021-11-24 10:51:15,CT,0.24,329.08
2021-11-24 10:51:17,CT,0.14,568.87
2021-11-24 10:51:27,CR,0.28,13.16
2021-11-24 10:51:27,CR,0.19,29.86
2021-11-24 10:51:28,CR,0.16,24.12
2021-11-24 10:51:28,CT,0.17,865.45
2021-11-24 10:51:28,US,0.16,182.35
2021-11-24 10:51:35,MG,0.22,11.67
2021-11-24 10:51:36,CT,0.12,487.78
2021-11-24 10:51:37,US,0.16,147.53
2021-11-24 10:51:40,MR,0.3,261.18
2021-11-24 10:51:41,CR,0.27,14.32
2021-11-24 10:51:41,CR,0.15,30.78
2021-11-24 10:51:41,MR,0.12,481.84
2021-11-24 10:51:41,CR,0.15,27.7
2021-11-24 10:51:41,CT,0.35,308.25
2021-11-24 10:51:41,CT,0.23,252.81
2021-11-24 10:51:42,US,0.33,84.04
2021-11-24 10:51:43,CT,0.25,661.09
2021-11-24 10:51:43,MR,0.14,514.97
2021-11-24 10:51:47,CR,0.31,28.46
2021-11-24 10:51:48,CR,0.15,29.57
2021-11-24 10:51:51,CR,0.16,26.22
2021-11-24 10:51:54,US,0.16,169.99
2021-11-24 10:51:55,US,0.34,90.02
2021-11-24 10:51:56,US,0.29,82.63
2021-11-24 10:51:58,CR,0.15,31.34
2021-11-24 10:51:58,CR,0.15,30.15
2021-11-24 10:51:58,CR,0.3,13.6
2021-11-24 10:52:00,CR,0.15,30.28
2021-11-24 10:52:03,CR,0.15,28.19
2021-11-24 10:52:04,CR,0.39,8.82
2021-11-24 10:52:04,CR,0.15,28.13
2021-11-24 10:52:08,CR,0.31,14.72
2021-11-24 10:52:09,US,0.36,93.41
2021-11-24 10:52:13,MR,0.16,435.19
2021-11-24 10:52:17,MR,0.31,271.64
2021-11-24 10:52:18,CT,0.17,538.49
2021-11-24 10:52:19,CR,0.28,13.73
2021-11-24 10:52:24,US,0.15,273.54
2021-11-24 10:52:24,CR,0.15,30.94
2021-11-24 10:52:25,CR,0.27,14.63
2021-11-24 10:52:27,CT,0.23,590.19
2021-11-24 10:52:28,CR,0.27,3.62
2021-11-24 10:52:29,MG,0.18,11.83
2021-11-24 10:52:30,US,0.17,277.64
2021-11-24 10:52:31,MR,0.23,296.12
2021-11-24 10:52:31,CR,0.2,26.29
2021-11-24 10:52:32,US,0.18,131.88
2021-11-24 10:52:32,MG,0.24,8.46
2021-11-24 10:52:34,US,0.28,188.91
2021-11-24 10:52:34,CR,0.18,25.43
2021-11-24 10:52:34,US,0.18,147.18
2021-11-24 10:52:36,CT,0.22,394.0
2021-11-24 10:52:37,CR,0.18,16.74
2021-11-24 10:52:41,CR,0.15,29.13
2021-11-24 10:52:41,CR,0.15,31.24
2021-11-24 10:52:47,MR,0.14,485.61
2021-11-24 10:52:51,CR,0.25,15.1
2021-11-24 10:52:51,CR,0.16,16.6
2021-11-24 10:52:52,CR,0.16,29.45
2021-11-24 10:52:54,US,0.15,99.64
2021-11-24 10:53:00,US,0.23,295.36
2021-11-24 10:53:00,CR,0.33,10.89
2021-11-24 10:53:03,MG,0.33,11.25
2021-11-24 10:53:05,CT,0.27,527.22
2021-11-24 10:53:05,CR,0.15,29.57
2021-11-24 10:53:05,CR,0.35,9.0
2021-11-24 10:53:11,MR,0.15,401.39
2021-11-24 10:53:11,CR,0.15,27.65
2021-11-24 10:53:13,MG,0.18,12.59
2021-11-24 10:53:17,US,0.33,88.0
2021-11-24 10:53:22,CR,0.16,24.52
2021-11-24 10:53:22,US,0.23,163.1
2021-11-24 10:53:23,CR,0.17,27.69
2021-11-24 10:53:24,CT,0.21,508.92
2021-11-24 10:53:25,CR,0.3,12.1
2021-11-24 10:53:25,CR,0.15,26.7
2021-11-24 10:53:28,CR,0.2,7.11
2021-11-24 10:53:30,CR,1.56,27.13
2021-11-24 10:53:33,CT,0.22,386.56
2021-11-24 10:53:34,CT,0.71,417.37
2021-11-24 10:53:35,CT,0.22,288.68
2021-11-24 10:53:38,MR,1.91,232.93
2021-11-24 10:53:44,CR,0.36,9.62
2021-11-24 10:53:47,US,0.22,257.18
2021-11-24 10:53:48,CT,0.18,656.79
2021-11-24 10:53:49,MG,0.21,13.58
2021-11-24 10:53:50,CT,0.31,433.62
2021-11-24 10:53:52,CR,0.3,12.94
2021-11-24 10:53:54,US,0.18,304.31
2021-11-24 10:53:58,CT,0.19,377.79
2021-11-24 10:53:58,CR,0.29,11.76
2021-11-24 10:53:59,MG,0.25,7.73
2021-11-24 10:54:01,CR,0.18,24.34
2021-11-24 10:54:03,US,0.16,168.82
2021-11-24 10:54:06,CT,0.2,652.81
2021-11-24 10:54:15,MG,0.46,6.13
2021-11-24 10:54:16,CR,0.16,25.36
2021-11-24 10:54:16,US,0.15,173.22
2021-11-24 10:54:16,US,0.15,168.64
2021-11-24 10:54:22,CT,0.16,638.71
2021-11-24 10:54:24,CR,0.21,17.01
2021-11-24 10:54:25,MG,0.32,6.53
2021-11-24 10:54:27,MR,0.12,543.73
2021-11-24 10:54:29,CR,0.17,17.43
2021-11-24 10:54:30,CR,0.15,28.51
2021-11-24 10:54:30,CR,0.27,11.59
2021-11-24 10:54:35,CR,0.16,26.63
2021-11-24 10:54:38,CR,0.15,11.93
2021-11-24 10:54:42,CT,0.32,338.5
2021-11-24 10:54:46,CT,0.33,384.25
2021-11-24 10:54:46,CR,0.15,28.34
2021-11-24 10:54:47,CR,0.16,30.6
2021-11-24 10:54:48,MR,0.14,584.87
2021-11-24 10:54:49,CR,0.15,30.83
2021-11-24 10:54:51,CT,0.16,603.47
2021-11-24 10:54:54,US,0.35,135.82
2021-11-24 10:54:54,CR,0.35,10.97
2021-11-24 10:54:56,CT,0.46,343.67
2021-11-24 10:54:57,CR,0.16,28.31
2021-11-24 10:55:01,US,0.31,137.64
2021-11-24 10:55:02,US,0.31,86.66
2021-11-24 10:55:06,MR,0.18,374.03
2021-11-24 10:55:06,MG,0.41,5.6
2021-11-24 10:55:06,CR,0.15,31.01
2021-11-24 10:55:08,CR,0.32,13.09
2021-11-24 10:55:08,CR,0.15,29.75
2021-11-24 10:55:16,CR,0.15,29.62
2021-11-24 10:55:18,CT,0.32,508.36
2021-11-24 10:55:19,MR,0.14,523.61
2021-11-24 10:55:21,CT,0.16,545.63
2021-11-24 10:55:23,MR,0.15,398.02
2021-11-24 10:55:26,MG,0.19,10.56
2021-11-24 10:55:28,CT,0.33,283.24
2021-11-24 10:55:34,US,0.15,310.59
2021-11-24 10:55:36,CR,0.27,12.98
2021-11-24 10:55:38,CR,0.31,8.86
2021-11-24 10:55:39,MG,0.36,5.65
2021-11-24 10:55:42,CR,0.16,26.82
2021-11-24 10:55:43,CT,0.33,332.54
2021-11-24 10:55:44,US,0.3,135.61
2021-11-24 10:55:48,CT,0.16,688.5
2021-11-24 10:55:48,CR,0.33,12.94
2021-11-24 10:55:49,CT,0.12,327.91
2021-11-24 10:55:53,CR,0.19,27.29
2021-11-24 10:55:54,CR,0.15,29.86
2021-11-24 10:55:54,CR,0.17,18.35
2021-11-24 10:55:54,CT,0.13,401.57
2021-11-24 10:55:55,US,0.15,270.19
2021-11-24 10:55:56,CR,0.17,23.19
2021-11-24 10:55:56,CR,0.18,22.17
2021-11-24 10:55:57,CT,0.17,705.12
2021-11-24 10:55:58,CR,0.21,17.04
2021-11-24 10:55:59,CR,0.16,26.27
2021-11-24 10:56:01,MR,0.31,218.22
2021-11-24 10:56:02,CR,0.31,10.8
2021-11-24 10:56:03,CT,0.14,586.75
2021-11-24 10:56:03,CR,0.15,25.21
2021-11-24 10:56:06,CR,0.14,30.74
2021-11-24 10:56:10,CR,0.17,30.39
2021-11-24 10:56:11,MG,0.19,11.72
2021-11-24 10:56:12,CT,0.18,814.94
2021-11-24 10:56:14,US,0.33,94.74
2021-11-24 10:56:19,CT,0.15,398.76
2021-11-24 10:56:22,MG,0.26,9.11
2021-11-24 10:56:22,US,0.17,153.7
2021-11-24 10:56:23,CT,0.28,309.07
2021-11-24 10:56:24,CR,0.28,10.92
2021-11-24 10:56:28,CR,0.28,13.0
2021-11-24 10:56:30,CR,0.15,28.0
2021-11-24 10:56:31,CT,0.32,267.05
2021-11-24 10:56:32,CR,0.2,28.79
2021-11-24 10:56:32,CR,0.29,15.33
2021-11-24 10:56:36,US,0.16,184.58
2021-11-24 10:56:38,MG,0.17,11.54
2021-11-24 10:56:39,CR,0.15,27.34
2021-11-24 10:56:41,CR,0.33,12.51
2021-11-24 10:56:44,CT,0.2,256.69
2021-11-24 10:56:46,MG,0.2,13.55
2021-11-24 10:56:47,MR,0.14,429.38
2021-11-24 10:56:53,US,0.31,89.88
2021-11-24 10:57:00,CR,0.16,26.73
2021-11-24 10:57:02,CT,0.12,511.2
2021-11-24 10:57:05,CR,0.32,7.1
2021-11-24 10:57:06,CR,0.29,20.93
2021-11-24 10:57:07,CT,0.22,233.37
2021-11-24 10:57:07,CR,0.18,23.53
2021-11-24 10:57:08,MG,0.57,5.1
2021-11-24 10:57:11,CT,0.12,1079.45
2021-11-24 10:57:13,CR,0.31,13.11
2021-11-24 10:57:14,CT,0.27,249.66
2021-11-24 10:57:17,CR,0.15,29.11
2021-11-24 10:57:19,US,0.15,284.02
2021-11-24 10:57:19,CR,0.18,17.67
2021-11-24 10:57:19,US,0.16,244.92
2021-11-24 10:57:21,CR,0.15,23.06
2021-11-24 10:57:22,MG,0.55,5.88
2021-11-24 10:57:22,CR,0.15,27.48
2021-11-24 10:57:23,MR,0.12,436.36
2021-11-24 10:57:25,CT,0.17,419.83
2021-11-24 10:57:27,MG,0.21,11.95
2021-11-24 10:57:27,CR,0.2,12.95
2021-11-24 10:57:30,CT,0.12,433.61
2021-11-24 10:57:30,CR,0.15,28.22
2021-11-24 10:57:37,MG,0.46,7.05
2021-11-24 10:57:37,CT,0.16,431.37
2021-11-24 10:57:41,US,0.18,146.72
2021-11-24 10:57:42,US,0.3,143.9
2021-11-24 10:57:42,MG,0.31,5.7
2021-11-24 10:57:42,CT,0.18,724.53
2021-11-24 10:57:49,CR,0.17,25.45
2021-11-24 10:57:50,CT,0.33,361.6
2021-11-24 10:57:51,CR,0.17,29.02
2021-11-24 10:57:52,CR,0.15,28.9
2021-11-24 10:57:56,CR,0.17,20.91
2021-11-24 10:57:56,US,0.32,83.43
2021-11-24 10:57:58,CT,0.14,414.69
2021-11-24 10:58:00,CR,0.15,31.39
2021-11-24 10:58:04,MG,0.36,10.04
2021-11-24 10:58:04,MG,0.35,5.87
2021-11-24 10:58:05,CR,0.17,27.22
2021-11-24 10:58:12,CR,0.15,26.55
2021-11-24 10:58:19,US,0.15,260.7
2021-11-24 10:58:24,CR,0.16,28.92
2021-11-24 10:58:26,CR,0.28,14.73
2021-11-24 10:58:27,CR,0.26,3.52
2021-11-24 10:58:29,CR,0.14,26.8
2021-11-24 10:58:30,CR,0.27,9.49
2021-11-24 10:58:30,CT,0.18,592.97
2021-11-24 10:58:31,US,0.19,71.72
2021-11-24 10:58:31,CT,0.19,608.5
2021-11-24 10:58:32,US,0.17,243.03
2021-11-24 10:58:38,MG,0.24,11.02
2021-11-24 10:58:42,US,0.15,238.98
2021-11-24 10:58:43,CR,0.16,27.13
2021-11-24 10:58:45,CT,0.18,511.35
2021-11-24 10:58:46,CR,0.32,15.07
2021-11-24 10:58:47,CT,0.17,563.3
2021-11-24 10:58:49,CT,0.16,566.82
2021-11-24 10:58:49,CT,0.2,471.85
2021-11-24 10:58:50,MG,0.15,14.52
2021-11-24 10:58:51,CR,0.15,27.28
2021-11-24 10:58:55,CR,0.16,23.76
2021-11-24 10:58:57,CR,0.15,26.7
2021-11-24 10:58:58,CR,0.15,28.72
2021-11-24 10:58:59,MG,0.18,12.14
2021-11-24 10:58:59,MG,0.19,19.34
2021-11-24 10:59:04,MG,0.22,9.94
2021-11-24 10:59:08,US,0.16,175.96
2021-11-24 10:59:12,CR,0.15,29.8
2021-11-24 10:59:14,CR,0.31,15.31
2021-11-24 10:59:15,CR,0.15,30.03
2021-11-24 10:59:15,MR,0.3,178.75
2021-11-24 10:59:16,CR,0.15,28.18
2021-11-24 10:59:19,CR,0.15,28.46
2021-11-24 10:59:20,CR,0.15,26.66
2021-11-24 10:59:25,CT,0.12,515.41
2021-11-24 10:59:25,CT,0.33,366.18
2021-11-24 10:59:25,CR,0.27,13.39
2021-11-24 10:59:25,CT,0.18,497.7
2021-11-24 10:59:25,CT,0.34,391.39
2021-11-24 10:59:26,CT,0.12,544.62
2021-11-24 10:59:26,MR,0.25,218.5
2021-11-24 10:59:40,MG,0.19,10.74
2021-11-24 10:59:41,US,0.35,147.62
