Date,Modality,FirstImageTime,ImagesPerSecond
2021-11-24 10:08:16,CR,0.26,12.74
2021-11-24 10:08:18,MG,0.21,10.87
2021-11-24 10:08:21,CR,0.16,28.43
2021-11-24 10:08:21,CT,0.32,352.97
2021-11-24 10:08:31,CR,0.27,12.77
2021-11-24 10:08:35,MG,0.19,10.84
2021-11-24 10:08:39,MR,0.19,445.85
2021-11-24 10:08:41,CT,0.32,379.05
2021-11-24 10:08:44,MG,0.2,10.31
2021-11-24 10:08:48,CR,0.15,29.56
2021-11-24 10:08:48,CR,0.29,11.05
2021-11-24 10:08:49,CR,0.19,27.62
2021-11-24 10:08:50,CT,0.18,530.66
2021-11-24 10:08:51,CT,0.33,387.94
2021-11-24 10:08:54,MR,0.13,578.82
2021-11-24 10:08:57,US,0.15,314.07
2021-11-24 10:09:04,CR,0.18,30.0
2021-11-24 10:09:06,CR,0.33,14.01
2021-11-24 10:09:06,US,0.16,153.93
2021-11-24 10:09:06,US,0.3,149.36
2021-11-24 10:09:08,CR,0.16,25.31
2021-11-24 10:09:08,US,0.28,141.4
2021-11-24 10:09:10,MR,0.27,115.71
2021-11-24 10:09:10,MR,0.14,403.45
2021-11-24 10:09:10,CR,0.28,11.62
2021-11-24 10:09:11,CR,0.15,27.57
2021-11-24 10:09:11,MG,0.13,10.07
2021-11-24 10:09:12,MR,0.12,574.3
2021-11-24 10:09:13,CR,0.15,21.86
2021-11-24 10:09:13,US,0.31,139.09
2021-11-24 10:09:13,CT,0.18,553.59
2021-11-24 10:09:14,MR,0.13,388.61
2021-11-24 10:09:15,CR,0.16,26.34
2021-11-24 10:09:17,CR,0.16,24.81
2021-11-24 10:09:18,CT,0.18,731.22
2021-11-24 10:09:21,CR,0.22,29.69
2021-11-24 10:09:24,US,0.28,110.98
2021-11-24 10:09:24,CT,0.12,603.71
2021-11-24 10:09:26,US,0.39,73.55
2021-11-24 10:09:26,MG,0.4,6.95
2021-11-24 10:09:27,CT,0.45,209.79
2021-11-24 10:09:27,US,0.16,267.89
2021-11-24 10:09:30,CR,0.16,27.6
2021-11-24 10:09:33,CR,0.26,9.59
2021-11-24 10:09:33,CR,0.24,16.56
2021-11-24 10:09:33,CR,0.32,12.14
2021-11-24 10:09:34,CR,0.17,23.23
2021-11-24 10:09:35,MG,0.24,9.9
2021-11-24 10:09:38,MG,0.33,3.56
2021-11-24 10:09:41,MR,0.34,197.16
2021-11-24 10:09:42,MG,2.31,9.66
2021-11-24 10:09:43,US,0.16,164.15
2021-11-24 10:09:45,CR,0.3,14.65
2021-11-24 10:09:53,MG,0.38,10.43
2021-11-24 10:09:57,CT,0.13,529.89
2021-11-24 10:10:02,MG,0.24,7.61
2021-11-24 10:10:02,MG,0.21,4.76
2021-11-24 10:10:06,MG,0.18,11.64
2021-11-24 10:10:12,CR,0.15,27.05
2021-11-24 10:10:12,MG,0.33,6.29
2021-11-24 10:10:12,CR,0.18,18.95
2021-11-24 10:10:13,CR,0.17,22.15
2021-11-24 10:10:14,CR,0.15,28.77
2021-11-24 10:10:16,CR,0.17,20.82
2021-11-24 10:10:25,MG,0.21,11.18
2021-11-24 10:10:26,CR,0.31,12.97
2021-11-24 10:10:30,US,0.35,184.53
2021-11-24 10:10:31,CR,0.16,21.27
2021-11-24 10:10:31,CT,0.19,408.61
2021-11-24 10:10:32,CT,0.12,414.92
2021-11-24 10:10:32,CT,0.32,319.4
2021-11-24 10:10:34,CR,0.16,30.18
2021-11-24 10:10:35,CR,0.15,17.77
2021-11-24 10:10:36,CR,0.23,16.46
2021-11-24 10:10:37,CR,0.15,30.47
2021-11-24 10:10:37,CR,0.15,27.16
2021-11-24 10:10:40,US,0.16,143.84
2021-11-24 10:10:43,CT,0.12,545.3
2021-11-24 10:10:46,MR,0.13,335.96
2021-11-24 10:10:50,CT,0.32,427.99
2021-11-24 10:10:52,US,0.17,176.47
2021-11-24 10:10:53,CR,0.3,12.66
2021-11-24 10:10:54,CT,0.33,365.88
2021-11-24 10:10:54,CR,0.29,12.26
2021-11-24 10:10:57,CR,0.15,24.34
2021-11-24 10:10:57,CR,0.16,14.39
2021-11-24 10:10:58,US,0.16,163.42
2021-11-24 10:10:59,CT,0.37,378.95
2021-11-24 10:11:00,CR,0.15,25.92
2021-11-24 10:11:03,CR,0.16,26.4
2021-11-24 10:11:09,CR,0.17,25.11
2021-11-24 10:11:11,CR,0.15,30.19
2021-11-24 10:11:14,CR,0.15,26.84
2021-11-24 10:11:14,MG,0.32,6.21
2021-11-24 10:11:20,CT,1.04,322.38
2021-11-24 10:11:20,MG,0.39,10.82
2021-11-24 10:11:24,US,0.17,147.36
2021-11-24 10:11:25,CR,0.15,29.12
2021-11-24 10:11:25,CR,0.15,27.85
2021-11-24 10:11:27,US,0.16,164.01
2021-11-24 10:11:28,CR,0.28,12.61
2021-11-24 10:11:34,MG,0.18,12.05
2021-11-24 10:11:36,CT,0.26,108.86
2021-11-24 10:11:36,CT,0.18,682.6
2021-11-24 10:11:38,CR,0.17,29.9
2021-11-24 10:11:41,CR,0.19,21.82
2021-11-24 10:11:42,MR,0.12,581.46
2021-11-24 10:11:43,MG,0.29,8.41
2021-11-24 10:11:50,MR,0.14,424.21
2021-11-24 10:11:58,MG,0.19,12.15
2021-11-24 10:11:58,CT,0.25,327.33
2021-11-24 10:11:59,CR,0.15,26.63
2021-11-24 10:12:00,US,0.15,282.75
2021-11-24 10:12:00,US,0.32,146.24
2021-11-24 10:12:01,MG,0.23,4.3
2021-11-24 10:12:01,CT,0.24,317.29
2021-11-24 10:12:01,US,0.29,90.73
2021-11-24 10:12:01,CR,0.15,28.43
2021-11-24 10:12:05,CT,0.12,643.81
2021-11-24 10:12:09,US,0.16,161.88
2021-11-24 10:12:14,CR,0.2,29.68
2021-11-24 10:12:18,CR,0.15,28.51
2021-11-24 10:12:18,CR,0.15,30.42
2021-11-24 10:12:19,CR,0.15,30.33
2021-11-24 10:12:22,CR,0.17,23.45
2021-11-24 10:12:22,CT,0.32,284.31
2021-11-24 10:12:22,MG,0.34,7.02
2021-11-24 10:12:22,US,0.19,281.58
2021-11-24 10:12:24,CR,0.16,22.08
2021-11-24 10:12:24,CR,0.15,20.63
2021-11-24 10:12:28,US,0.15,293.47
2021-11-24 10:12:30,CR,0.15,26.61
2021-11-24 10:12:30,US,0.29,149.88
2021-11-24 10:12:33,MG,0.21,10.73
2021-11-24 10:12:33,CR,0.16,29.12
2021-11-24 10:12:34,CR,0.15,26.3
2021-11-24 10:12:35,US,0.16,167.78
2021-11-24 10:12:35,CR,0.27,12.83
2021-11-24 10:12:37,CR,0.18,27.64
2021-11-24 10:12:37,CT,0.34,344.9
2021-11-24 10:12:38,CT,0.23,402.16
2021-11-24 10:12:38,CR,0.16,24.09
2021-11-24 10:12:39,MR,0.14,363.35
2021-11-24 10:12:49,CR,0.19,27.24
2021-11-24 10:12:49,CR,0.27,13.12
2021-11-24 10:12:50,CR,0.34,13.66
2021-11-24 10:12:50,CR,0.15,24.05
2021-11-24 10:12:51,CR,0.15,25.36
2021-11-24 10:12:51,CR,0.25,16.44
2021-11-24 10:12:52,MG,0.37,5.72
2021-11-24 10:12:53,CR,0.39,9.65
2021-11-24 10:12:56,CT,0.16,504.47
2021-11-24 10:13:00,US,0.16,257.34
2021-11-24 10:13:03,US,0.15,243.67
2021-11-24 10:13:03,MG,0.19,11.6
2021-11-24 10:13:05,CR,0.18,23.76
2021-11-24 10:13:06,US,0.34,79.62
2021-11-24 10:13:06,CR,0.2,27.05
2021-11-24 10:13:06,MR,0.31,183.89
2021-11-24 10:13:08,MG,0.35,6.7
2021-11-24 10:13:13,CR,0.16,25.2
2021-11-24 10:13:18,CT,0.16,609.82
2021-11-24 10:13:24,CT,0.18,723.37
2021-11-24 10:13:26,CT,0.12,567.67
2021-11-24 10:13:26,CR,0.17,24.88
2021-11-24 10:13:27,US,0.16,297.54
2021-11-24 10:13:30,CR,0.34,9.35
2021-11-24 10:13:36,CR,0.18,26.49
2021-11-24 10:13:38,MR,0.17,507.17
2021-11-24 10:13:40,CT,0.17,702.85
2021-11-24 10:13:42,CT,0.21,818.49
2021-11-24 10:13:42,CR,0.32,12.59
2021-11-24 10:13:44,CT,0.22,416.72
2021-11-24 10:13:45,CR,0.15,28.87
2021-11-24 10:13:46,US,0.16,99.42
2021-11-24 10:13:48,CR,0.15,29.75
2021-11-24 10:13:49,MG,0.2,10.32
2021-11-24 10:13:49,CR,0.15,23.01
2021-11-24 10:13:54,CR,0.15,22.85
2021-11-24 10:13:55,US,0.16,158.07
2021-11-24 10:13:58,CR,0.16,25.61
2021-11-24 10:13:58,MR,0.15,374.87
2021-11-24 10:14:00,CR,0.15,29.19
2021-11-24 10:14:01,MG,0.19,11.92
2021-11-24 10:14:02,CR,0.17,24.94
2021-11-24 10:14:04,CR,0.28,15.05
2021-11-24 10:14:07,MR,0.27,269.22
2021-11-24 10:14:10,CR,0.16,25.89
2021-11-24 10:14:14,MR,0.17,375.58
2021-11-24 10:14:14,CR,0.26,10.65
2021-11-24 10:14:15,US,0.15,300.95
2021-11-24 10:14:15,CR,0.16,27.41
2021-11-24 10:14:15,CR,0.17,26.61
2021-11-24 10:14:16,MR,0.16,412.9
2021-11-24 10:14:16,CR,0.26,16.96
2021-11-24 10:14:17,MR,0.25,293.58
2021-11-24 10:14:18,CR,0.25,16.34
2021-11-24 10:14:22,CT,0.14,959.24
2021-11-24 10:14:30,MG,0.2,11.25
2021-11-24 10:14:30,CR,0.26,15.61
2021-11-24 10:14:37,CT,0.14,925.08
2021-11-24 10:14:37,CR,0.29,13.29
2021-11-24 10:14:38,CR,0.15,26.39
2021-11-24 10:14:42,MR,0.15,463.73
2021-11-24 10:14:44,CR,0.15,27.79
2021-11-24 10:14:49,CR,0.16,27.65
2021-11-24 10:14:49,MR,0.13,370.37
2021-11-24 10:14:51,CR,0.28,13.42
2021-11-24 10:14:51,CR,0.26,14.32
2021-11-24 10:14:52,US,0.3,92.46
2021-11-24 10:14:57,MG,0.33,5.6
2021-11-24 10:14:59,MG,0.18,9.52
2021-11-24 10:15:00,CT,0.16,755.77
2021-11-24 10:15:07,MG,0.2,10.6
2021-11-24 10:15:07,US,0.16,287.18
2021-11-24 10:15:08,MR,0.14,414.47
2021-11-24 10:15:09,CR,0.15,24.73
2021-11-24 10:15:14,MG,0.3,5.97
2021-11-24 10:15:14,CR,0.16,23.8
2021-11-24 10:15:15,US,0.36,75.89
2021-11-24 10:15:19,MG,0.19,12.05
2021-11-24 10:15:21,CT,0.15,281.29
2021-11-24 10:15:23,US,0.16,149.41
2021-11-24 10:15:23,MR,0.13,299.99
2021-11-24 10:15:26,US,0.3,84.6
2021-11-24 10:15:26,CR,0.42,12.87
2021-11-24 10:15:26,MR,0.12,494.54
2021-11-24 10:15:27,CT,0.32,259.44
2021-11-24 10:15:27,MR,0.14,450.1
2021-11-24 10:15:28,MR,0.28,80.35
2021-11-24 10:15:28,CR,0.31,11.6
2021-11-24 10:15:33,CT,0.35,517.48
2021-11-24 10:15:35,US,0.22,36.54
2021-11-24 10:15:39,CR,0.15,28.44
2021-11-24 10:15:39,CR,0.34,9.72
2021-11-24 10:15:39,CR,0.3,10.14
2021-11-24 10:15:40,US,0.31,90.84
2021-11-24 10:15:41,US,0.16,163.22
2021-11-24 10:15:42,CT,0.15,693.05
2021-11-24 10:15:46,CR,0.15,31.48
2021-11-24 10:15:47,MG,0.17,12.48
2021-11-24 10:15:52,CR,0.15,30.34
2021-11-24 10:15:55,CT,0.39,325.41
2021-11-24 10:15:55,MG,0.18,11.21
2021-11-24 10:15:56,MR,0.16,432.21
2021-11-24 10:15:56,MR,0.12,1050.86
2021-11-24 10:15:57,US,0.18,86.19
2021-11-24 10:15:57,CR,0.15,27.66
2021-11-24 10:15:59,CR,0.16,25.36
2021-11-24 10:16:03,MG,0.18,9.03
2021-11-24 10:16:04,CT,0.12,607.94
2021-11-24 10:16:06,CT,0.23,278.34
2021-11-24 10:16:08,CR,0.15,27.7
2021-11-24 10:16:09,CR,0.28,12.59
2021-11-24 10:16:13,CR,0.18,26.18
2021-11-24 10:16:15,CT,0.16,557.35
2021-11-24 10:16:17,MR,0.24,259.22
2021-11-24 10:16:17,MR,0.19,460.57
2021-11-24 10:16:18,CR,0.19,26.22
2021-11-24 10:16:18,CT,0.12,574.31
2021-11-24 10:16:24,CR,0.28,12.82
2021-11-24 10:16:27,CR,0.2,11.04
2021-11-24 10:16:29,CT,0.21,526.68
2021-11-24 10:16:30,MR,0.13,805.04
2021-11-24 10:16:33,CR,0.37,9.27
2021-11-24 10:16:34,MG,0.19,11.77
2021-11-24 10:16:34,CT,1.12,333.64
2021-11-24 10:16:39,CT,0.37,229.53
2021-11-24 10:16:44,MG,0.36,10.3
2021-11-24 10:16:44,CR,0.15,28.65
2021-11-24 10:16:50,CR,0.26,12.58
2021-11-24 10:16:52,CT,0.18,564.15
2021-11-24 10:16:53,CR,0.15,25.5
2021-11-24 10:17:01,US,0.15,259.5
2021-11-24 10:17:02,US,0.34,91.59
2021-11-24 10:17:02,CR,0.15,22.61
2021-11-24 10:17:03,CR,0.15,23.95
2021-11-24 10:17:03,US,0.16,92.61
2021-11-24 10:17:04,CR,0.27,11.94
2021-11-24 10:17:10,CR,0.22,21.72
2021-11-24 10:17:11,MG,0.19,10.29
2021-11-24 10:17:14,US,0.16,149.23
2021-11-24 10:17:16,CR,0.15,30.54
2021-11-24 10:17:21,CT,0.21,424.11
2021-11-24 10:17:21,CR,0.16,25.56
2021-11-24 10:17:22,CR,0.15,29.33
2021-11-24 10:17:24,CT,0.29,376.25
2021-11-24 10:17:24,CT,0.32,372.63
2021-11-24 10:17:25,CT,0.16,768.62
2021-11-24 10:17:26,CR,0.19,21.89
2021-11-24 10:17:29,CR,0.15,30.92
2021-11-24 10:17:32,US,0.15,212.67
2021-11-24 10:17:33,CR,0.17,25.04
2021-11-24 10:17:33,CT,0.17,685.34
2021-11-24 10:17:37,CT,0.16,698.19
2021-11-24 10:17:38,US,0.21,261.69
2021-11-24 10:17:39,CR,0.17,18.2
2021-11-24 10:17:40,CR,0.15,28.24
2021-11-24 10:17:42,CR,0.16,26.3
2021-11-24 10:17:42,MG,0.23,11.59
2021-11-24 10:17:46,MR,0.14,385.59
2021-11-24 10:17:48,CT,0.26,632.5
2021-11-24 10:17:52,MR,0.14,364.23
2021-11-24 10:17:56,CT,0.17,659.21
2021-11-24 10:17:57,CR,0.15,26.98
2021-11-24 10:18:02,CR,0.26,14.54
2021-11-24 10:18:03,MG,0.34,6.06
2021-11-24 10:18:07,MG,0.19,12.28
2021-11-24 10:18:11,CT,0.34,66.52
2021-11-24 10:18:13,CR,0.15,25.07
2021-11-24 10:18:15,CT,0.17,553.85
2021-11-24 10:18:17,CR,0.15,30.56
2021-11-24 10:18:17,MR,0.12,505.01
2021-11-24 10:18:20,CR,0.19,22.21
2021-11-24 10:18:22,MG,0.2,10.35
2021-11-24 10:18:24,CT,0.14,517.13
2021-11-24 10:18:27,CT,0.3,365.85
2021-11-24 10:18:28,CT,0.34,453.81
2021-11-24 10:18:29,MG,0.21,10.25
2021-11-24 10:18:31,MR,0.15,326.89
2021-11-24 10:18:32,CR,0.15,26.66
2021-11-24 10:18:33,CT,0.18,880.75
2021-11-24 10:18:35,CR,0.16,10.4
2021-11-24 10:18:38,CR,0.29,8.13
2021-11-24 10:18:40,MR,0.14,262.67
2021-11-24 10:18:41,CR,0.18,24.91
2021-11-24 10:18:42,CT,0.18,716.36
2021-11-24 10:18:43,CR,0.3,11.17
2021-11-24 10:18:45,CR,0.16,25.31
2021-11-24 10:18:48,CR,0.17,26.64
2021-11-24 10:18:48,MR,0.17,327.31
2021-11-24 10:18:49,CT,0.32,415.63
2021-11-24 10:18:50,CR,0.16,40.82
2021-11-24 10:18:50,MR,0.31,348.91
2021-11-24 10:18:50,MR,0.12,556.68
2021-11-24 10:18:50,CR,0.32,8.45
2021-11-24 10:18:52,CR,0.15,6.59
2021-11-24 10:18:52,CT,0.12,622.07
2021-11-24 10:18:54,MG,0.36,10.09
2021-11-24 10:18:54,CT,0.15,539.87
2021-11-24 10:18:57,CR,0.27,11.92
2021-11-24 10:19:00,CR,0.15,17.57
2021-11-24 10:19:03,CR,0.15,26.82
2021-11-24 10:19:04,CT,0.3,514.83
2021-11-24 10:19:04,CR,0.28,14.15
2021-11-24 10:19:05,MG,0.36,6.76
2021-11-24 10:19:05,US,0.16,101.53
2021-11-24 10:19:06,CR,0.33,11.64
2021-11-24 10:19:08,MR,0.27,187.33
2021-11-24 10:19:12,CR,0.2,24.39
2021-11-24 10:19:20,CR,0.17,25.63
2021-11-24 10:19:20,CR,0.17,25.31
2021-11-24 10:19:21,CR,0.15,28.4
2021-11-24 10:19:21,CR,0.27,11.2
2021-11-24 10:19:24,MR,0.24,229.09
2021-11-24 10:19:26,MG,0.32,11.04
2021-11-24 10:19:27,US,0.15,290.88
2021-11-24 10:19:28,CR,0.27,14.45
2021-11-24 10:19:37,CR,0.28,14.18
2021-11-24 10:19:41,CR,0.17,25.13
2021-11-24 10:19:41,CR,0.16,25.96
2021-11-24 10:19:44,CR,0.34,8.97
2021-11-24 10:19:46,CT,0.22,883.99
2021-11-24 10:19:54,CR,0.28,6.03
2021-11-24 10:19:57,MR,0.18,492.46
2021-11-24 10:19:57,MG,0.24,12.34
2021-11-24 10:19:58,CR,0.16,22.53
2021-11-24 10:19:59,CR,0.15,26.98
2021-11-24 10:20:01,CR,0.15,28.03
2021-11-24 10:20:04,US,0.33,151.06
2021-11-24 10:20:05,US,0.14,92.43
2021-11-24 10:20:07,CR,0.15,27.15
2021-11-24 10:20:09,US,0.15,258.79
2021-11-24 10:20:11,CT,0.18,679.44
2021-11-24 10:20:13,MR,0.3,118.68
2021-11-24 10:20:14,US,0.15,144.13
2021-11-24 10:20:15,MG,0.19,10.91
2021-11-24 10:20:17,US,0.15,239.47
2021-11-24 10:20:22,CR,0.26,12.87
2021-11-24 10:20:25,MR,0.25,407.41
2021-11-24 10:20:25,CT,0.31,324.31
2021-11-24 10:20:26,CR,0.27,11.88
2021-11-24 10:20:26,CT,0.34,521.43
2021-11-24 10:20:28,MR,0.13,390.66
2021-11-24 10:20:28,US,0.16,175.46
2021-11-24 10:20:29,MR,0.15,430.96
2021-11-24 10:20:32,US,0.15,248.78
2021-11-24 10:20:36,CT,0.16,536.33
2021-11-24 10:20:36,CR,0.18,27.2
2021-11-24 10:20:41,CT,0.37,341.16
2021-11-24 10:20:44,CR,0.16,25.73
2021-11-24 10:20:44,CR,0.15,25.57
2021-11-24 10:20:45,CT,0.12,236.04
2021-11-24 10:20:48,CT,0.17,501.76
2021-11-24 10:20:48,CT,0.15,453.07
2021-11-24 10:20:52,MG,0.18,12.52
2021-11-24 10:20:52,US,0.16,179.24
2021-11-24 10:20:56,CR,0.18,25.51
2021-11-24 10:20:58,CR,0.24,17.53
2021-11-24 10:21:02,CT,0.16,767.53
2021-11-24 10:21:05,CR,0.21,25.7
2021-11-24 10:21:06,CR,0.31,12.09
2021-11-24 10:21:07,MG,0.23,11.85
2021-11-24 10:21:07,CT,0.16,451.37
2021-11-24 10:21:09,CR,0.17,22.61
2021-11-24 10:21:10,CR,0.16,28.16
2021-11-24 10:21:17,MG,0.18,10.98
2021-11-24 10:21:19,CR,0.16,30.39
2021-11-24 10:21:19,CR,0.15,29.56
2021-11-24 10:21:22,US,0.15,268.76
2021-11-24 10:21:23,CR,0.15,26.22
2021-11-24 10:21:25,MG,0.36,10.9
2021-11-24 10:21:26,CT,0.16,776.26
2021-11-24 10:21:28,CR,0.34,11.95

2021-11-24 10:21:30,CR,0.32,11.97
2021-11-24 10:21:31,CR,0.16,28.23
2021-11-24 10:21:31,CR,0.16,24.34
2021-11-24 10:21:39,CR,0.16,29.69
2021-11-24 10:21:42,US,0.17,303.83
2021-11-24 10:21:42,CR,0.15,28.17
2021-11-24 10:21:46,CR,0.19,29.99
2021-11-24 10:21:48,US,0.3,148.27
2021-11-24 10:21:50,CR,0.28,12.78
2021-11-24 10:21:53,CT,0.12,569.65
2021-11-24 10:21:53,CT,0.18,856.97
2021-11-24 10:21:55,MR,0.27,418.19
2021-11-24 10:21:59,CR,0.27,12.4
2021-11-24 10:22:00,CR,0.16,25.63
2021-11-24 10:22:03,CR,0.17,24.69
2021-11-24 10:22:05,US,0.33,97.31
2021-11-24 10:22:08,CR,0.19,31.23
2021-11-24 10:22:08,CR,0.2,22.77
2021-11-24 10:22:13,CR,0.17,24.31
2021-11-24 10:22:14,CR,0.27,12.77
2021-11-24 10:22:17,CR,0.27,14.21
2021-11-24 10:22:19,US,0.2,122.96
2021-11-24 10:22:19,MG,0.2,12.22
2021-11-24 10:22:20,US,0.15,239.46
2021-11-24 10:22:23,MG,0.2,9.03
2021-11-24 10:22:30,US,0.16,137.06
2021-11-24 10:22:30,US,0.15,252.14
2021-11-24 10:22:30,MR,0.13,306.86
2021-11-24 10:22:31,MG,0.19,9.94
2021-11-24 10:22:33,CR,0.16,28.54
2021-11-24 10:22:33,US,0.16,176.51
2021-11-24 10:22:35,CT,0.16,600.05
2021-11-24 10:22:44,US,0.17,158.47
2021-11-24 10:22:44,CT,0.38,256.37
2021-11-24 10:22:45,CR,0.32,9.86
2021-11-24 10:22:48,US,0.17,132.54
2021-11-24 10:22:49,CR,0.18,24.6
2021-11-24 10:22:49,MG,0.47,4.89
2021-11-24 10:22:50,US,0.39,142.51
2021-11-24 10:22:50,MR,0.14,558.41
2021-11-24 10:22:51,MR,0.11,893.79
2021-11-24 10:22:51,CT,0.15,776.49
2021-11-24 10:22:53,US,0.16,170.95
2021-11-24 10:22:56,CR,0.33,11.72
2021-11-24 10:22:56,CR,0.33,11.12
2021-11-24 10:22:56,CT,0.16,687.96
2021-11-24 10:23:00,US,0.3,91.04
2021-11-24 10:23:03,MR,0.16,525.07
2021-11-24 10:23:04,CT,0.16,704.11
2021-11-24 10:23:07,CR,0.2,30.74
2021-11-24 10:23:10,US,0.15,296.54
2021-11-24 10:23:14,CT,0.14,539.11
2021-11-24 10:23:14,CR,0.28,13.24
2021-11-24 10:23:21,CR,0.19,27.16
2021-11-24 10:23:21,MR,0.15,219.67
2021-11-24 10:23:22,CR,0.36,8.31
2021-11-24 10:23:23,MR,0.15,581.95
2021-11-24 10:23:24,CR,0.33,12.1
2021-11-24 10:23:27,CR,0.15,27.81
2021-11-24 10:23:29,CR,0.34,10.71
2021-11-24 10:23:32,MR,0.3,230.86
2021-11-24 10:23:32,CR,0.15,6.57
2021-11-24 10:23:33,CR,0.17,27.96
2021-11-24 10:23:35,CT,0.2,504.24
2021-11-24 10:23:37,MR,0.2,447.21
2021-11-24 10:23:38,CR,0.57,23.07
2021-11-24 10:23:39,CR,0.18,16.08
2021-11-24 10:23:39,CT,0.12,219.08
2021-11-24 10:23:39,MG,0.35,6.16
2021-11-24 10:23:40,CR,0.33,12.22
2021-11-24 10:23:41,CR,0.15,26.05
2021-11-24 10:23:45,CT,0.26,228.93
2021-11-24 10:23:48,CR,0.17,25.54
2021-11-24 10:23:49,MG,0.19,12.52
2021-11-24 10:23:49,CR,0.15,29.52
2021-11-24 10:23:53,CT,0.31,496.02
2021-11-24 10:23:53,MG,0.18,12.99
2021-11-24 10:23:53,US,0.33,89.05
2021-11-24 10:23:54,MR,0.26,169.89
2021-11-24 10:23:54,MR,0.13,417.57
2021-11-24 10:23:56,CR,0.15,31.07
2021-11-24 10:23:58,US,0.37,85.5
2021-11-24 10:23:59,CT,0.16,643.07
2021-11-24 10:24:06,CR,0.15,17.62
2021-11-24 10:24:09,CR,0.15,29.42
2021-11-24 10:24:15,MG,0.31,6.88
2021-11-24 10:24:15,MG,0.4,7.05
2021-11-24 10:24:17,US,0.16,147.92
2021-11-24 10:24:17,MG,0.18,9.06
2021-11-24 10:24:17,US,0.19,131.69
2021-11-24 10:24:20,MR,0.13,845.52
2021-11-24 10:24:20,CT,0.15,684.37
2021-11-24 10:24:20,CR,0.16,29.77
2021-11-24 10:24:29,MG,0.19,12.59
2021-11-24 10:24:32,MG,0.3,7.08

2021-11-24 10:24:39,CR,0.17,15.25
2021-11-24 10:24:43,US,0.29,90.13
2021-11-24 10:24:45,CR,0.28,15.66
2021-11-24 10:24:48,MR,0.12,569.94
2021-11-24 10:24:49,CR,0.26,10.82
2021-11-24 10:24:49,MR,0.16,366.77
2021-11-24 10:24:51,CR,0.17,22.28
2021-11-24 10:24:54,MR,0.27,182.79
2021-11-24 10:24:55,US,0.39,88.34
2021-11-24 10:24:56,CR,0.17,25.39
2021-11-24 10:24:58,US,0.16,143.53
2021-11-24 10:25:03,MG,0.22,12.1
2021-11-24 10:25:04,CR,0.18,22.13
2021-11-24 10:25:05,CT,0.16,642.45
2021-11-24 10:25:05,CT,0.17,826.63
2021-11-24 10:25:05,CT,0.21,272.99
2021-11-24 10:25:06,CR,0.28,14.92
2021-11-24 10:25:10,CR,0.28,14.05
2021-11-24 10:25:14,CT,0.17,683.58
2021-11-24 10:25:16,US,0.15,279.9
2021-11-24 10:25:18,MG,0.37,11.11
2021-11-24 10:25:20,CR,0.15,16.52
2021-11-24 10:25:30,CT,0.19,775.76
2021-11-24 10:25:31,CR,0.16,20.86
2021-11-24 10:25:34,CT,0.16,637.84
2021-11-24 10:25:40,MG,0.34,10.35
2021-11-24 10:25:43,CR,0.16,16.81
2021-11-24 10:25:47,US,0.29,92.61
2021-11-24 10:25:47,CR,0.3,14.67
2021-11-24 10:25:49,MR,0.65,290.94
2021-11-24 10:25:51,CR,0.35,11.34
2021-11-24 10:25:52,MG,0.48,5.08
2021-11-24 10:25:54,CR,0.28,11.54
2021-11-24 10:25:54,MG,0.24,11.68
2021-11-24 10:25:55,MR,0.15,617.78
2021-11-24 10:25:55,MG,0.19,10.19
2021-11-24 10:25:56,MR,0.13,426.85
2021-11-24 10:25:58,CR,0.31,12.12
2021-11-24 10:26:00,MR,0.13,359.85
2021-11-24 10:26:03,CR,0.16,27.33
2021-11-24 10:26:05,CR,0.27,9.5
2021-11-24 10:26:09,MR,0.28,209.76
2021-11-24 10:26:10,CT,0.16,696.16
2021-11-24 10:26:10,CT,0.17,609.5
2021-11-24 10:26:12,CT,0.12,212.71
2021-11-24 10:26:13,CR,0.17,20.09
2021-11-24 10:26:14,CR,0.23,15.33
2021-11-24 10:26:14,CT,0.16,669.65
2021-11-24 10:26:15,MG,0.31,7.46
2021-11-24 10:26:15,CT,0.19,513.03
2021-11-24 10:26:16,CT,0.33,265.66
2021-11-24 10:26:18,CT,0.17,693.29
2021-11-24 10:26:22,US,0.15,244.65
2021-11-24 10:26:24,MG,0.2,11.08
2021-11-24 10:26:24,CR,0.26,13.63
2021-11-24 10:26:28,MR,0.14,313.28
2021-11-24 10:26:31,CT,0.15,294.13
2021-11-24 10:26:32,US,0.16,135.18
2021-11-24 10:26:32,US,0.29,140.87
2021-11-24 10:26:34,CR,0.17,28.01
2021-11-24 10:26:37,MG,0.26,11.92
2021-11-24 10:26:37,MR,0.14,429.8
2021-11-24 10:26:45,US,0.29,87.25
2021-11-24 10:26:45,MG,0.2,10.76
2021-11-24 10:26:47,CR,0.2,20.75
2021-11-24 10:26:54,CT,0.32,325.7
2021-11-24 10:26:55,CR,0.15,30.18
2021-11-24 10:26:57,MG,0.25,11.47
2021-11-24 10:26:58,US,0.3,131.91
2021-11-24 10:27:07,CT,0.31,258.76
2021-11-24 10:27:09,US,0.32,135.34
2021-11-24 10:27:11,CR,0.16,14.92
2021-11-24 10:27:13,CT,0.12,410.24
2021-11-24 10:27:15,CR,0.3,10.04
2021-11-24 10:27:18,CR,0.2,19.63
2021-11-24 10:27:18,CR,0.51,9.72
